warehouse_source,country,route_band,records,buyers,known_lane,open_world_candidates,median_value,avg_priority
USASPENDING_V1,USA,AWARD_FIRST_EVIDENCE,15842317,2827,1169274,1430750,488.0,40.32151231918917
