warehouse_source,country,buyer_name,lean_lane,route_band,records,median_value,avg_priority
TenderNed,Netherlands,Gemeente Veldhoven,OTHER / OPEN WORLD,UNKNOWN,227,105.0,40.05242290748899
TED,BGR,ОБЩИНА ВЕЛИКО ТЪРНОВО,OTHER / OPEN WORLD,UNKNOWN,226,409960.615,53.189115044247785
TED,PRT,Município de Loulé,OTHER / OPEN WORLD,UNKNOWN,226,117971.0,48.47451327433628
France,France,Le Mans Métropole,OTHER / OPEN WORLD,OPEN_PUBLIC,226,139397.0,47.26176991150442
TED,AUT,Tirol Kliniken GmbH,OTHER / OPEN WORLD,UNKNOWN,226,425949.99,46.94486725663717
TED,ESP,"Sociedad Andaluza para el Desarrollo de las Telecomunicaciones, S.A.",OTHER / OPEN WORLD,UNKNOWN,225,645833.94,51.605244444444445
TED,ESP,Gerencia del Área Sanitaria IV del Servicio de Salud del Principado de Asturias,OTHER / OPEN WORLD,UNKNOWN,225,646867.2,50.97848888888889
TED,POL,Politechnika Wrocławska,OTHER / OPEN WORLD,UNKNOWN,225,799500.0,50.611022222222225
TED,POL,Uniwersytecki Szpital Kliniczny nr 1 im. prof. Tadeusza Sokołowskiego PUM w Szczecinie,OTHER / OPEN WORLD,UNKNOWN,225,252550.875,49.885777777777776
TED,POL,10 Wojskowy Szpital Kliniczny z Polikliniką Samodzielny Publiczny Zakład Opieki Zdrowotnej,OTHER / OPEN WORLD,UNKNOWN,225,82175.0,47.41857777777778
France,France,Département de la Somme,OTHER / OPEN WORLD,OPEN_PUBLIC,225,1300799.2,46.03093333333333
TenderNed,Netherlands,"Belastingdienst, IUC Belastingdienst",OTHER / OPEN WORLD,UNKNOWN,225,520600.0,44.52186666666667
Belgium,BE,SNCB-Stations Commercialisation,OTHER / OPEN WORLD,UNKNOWN,225,,41.1696
Belgium,BE,Pidpa,OTHER / OPEN WORLD,UNKNOWN,225,,41.0
Quebec,Canada - Quebec,Société de télédiffusion du Québec.,OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,224,55511.5,55.909107142857145
TED,SWE,Adda Inköpscentral AB,OTHER / OPEN WORLD,UNKNOWN,224,71000000.0,51.13526785714286
TenderNed,Netherlands,Universiteit Utrecht,OTHER / OPEN WORLD,UNKNOWN,224,750000.0,46.793482142857144
Germany,Germany,DB InfraGO AG – Geschäftsbereich Personenbahnhöfe (Bukr 11),OTHER / OPEN WORLD,OPEN_PUBLIC,224,0.0,45.135625
Germany,Germany,Stadt Braunschweig Fachbereich Bauordnung und Zentrale Vergabestelle,OTHER / OPEN WORLD,OPEN_PUBLIC,224,1.0,42.75946428571429
Belgium,BE,Ziekenhuisnetwerk Antwerpen,OTHER / OPEN WORLD,UNKNOWN,224,,41.36
Belgium,BE,Genk,OTHER / OPEN WORLD,UNKNOWN,224,,41.29169642857143
TenderNed,Netherlands,Gemeente Delft (en de aan de gemeente Delft gelieerde ondernemingen),OTHER / OPEN WORLD,UNKNOWN,224,120.0,41.24857142857143
Quebec,Canada - Quebec,Ville De Montréal - Arrondissement du Sud-Ouest,OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,223,49835.91,54.50385650224215
TED,DNK,Vejdirektoratet,OTHER / OPEN WORLD,UNKNOWN,223,12929270.0,53.9752466367713
TED,FIN,Fingrid Oyj,OTHER / OPEN WORLD,UNKNOWN,223,1950000.0,47.69569506726457
France,France,VILLE de PARIS - DFA - SDA,OTHER / OPEN WORLD,OPEN_PUBLIC,223,1000000.0,47.002690582959644
Belgium,BE,STIB - Société des Transports Intercommunaux de Bruxelles / MIVB - Maatschappij voor het Intercommunaal vervoer,OTHER / OPEN WORLD,UNKNOWN,223,,40.9047533632287
Quebec,Canada - Quebec,Ville de Montréal - Service de la Gestion et de la Planification des Immeubles,OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,222,54524.075,55.17189189189189
Quebec,Canada - Quebec,Ville de Montréal - Arrondissement ---- Rosemont ---- La Petite-Patrie,OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,222,49883.630000000005,55.04891891891892
TED,SWE,Karolinska Universitetssjukhuset,OTHER / OPEN WORLD,UNKNOWN,222,10735387.5,53.965585585585586
TED,ESP,Secretaría General de la Agencia Estatal Consejo Superior de Investigaciones Científicas,OTHER / OPEN WORLD,UNKNOWN,222,359135.0,53.961711711711715
United Kingdom,United Kingdom,The Mayor and Commonalty and Citizens of the City of London,OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,222,50450.0,47.76108108108108
Quebec,Canada - Quebec,Centre de services scolaire de la Pointe-de-l'Île,OTHER / OPEN WORLD,OPEN_PUBLIC,221,250221.5,54.46
TED,SVK,Ministerstvo obrany Slovenskej republiky,OTHER / OPEN WORLD,UNKNOWN,221,667214.0,51.608778280542985
TED,ESP,SERVICIO NAVARRO DE SALUD-OSASUNBIDEA,OTHER / OPEN WORLD,UNKNOWN,221,375375.0,50.1979185520362
France,France,Orléans Métropole,OTHER / OPEN WORLD,OPEN_PUBLIC,221,366000.0,47.06570135746606
TED,POL,Samodzielny Publiczny Zakład Opieki Zdrowotnej Centralny Szpital Kliniczny Uniwersytetu Medycznego w Łodzi,OTHER / OPEN WORLD,UNKNOWN,221,202556.16,45.631674208144794
TED,LTU,VšĮ Respublikinė Vilniaus universitetinė ligoninė (PV),OTHER / OPEN WORLD,UNKNOWN,221,6457.5,41.18660633484163
Belgium,BE,RESA Innovation et Technologie SA en son nom et pour compte de RESA SA Intercommunale,OTHER / OPEN WORLD,UNKNOWN,221,,40.62778280542987
TED,ROU,MUNICIPIUL ORADEA,OTHER / OPEN WORLD,UNKNOWN,220,3390294.69,53.97427272727273
Germany,Germany,DB Netz AG (Bukr 16),OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,220,1.0,49.39154545454546
TED,NOR,Vestland fylkeskommune,OTHER / OPEN WORLD,UNKNOWN,220,15000000.0,47.820727272727275
TED,FIN,Länsi-Uudenmaan hyvinvointialue,OTHER / OPEN WORLD,UNKNOWN,220,1876763.0,46.32327272727273
TED,CZE,Fakultní Thomayerova nemocnice,OTHER / OPEN WORLD,UNKNOWN,219,17199000.0,56.55872146118721
TED,SWE,Norrköpings kommun,OTHER / OPEN WORLD,UNKNOWN,219,9813000.0,53.959817351598176
Quebec,Canada - Quebec,Université McGill,OTHER / OPEN WORLD,LIMITED_INVITATION,219,55000.0,52.21506849315068
TED,ITA,Rete Ferroviaria Italiana S.p.A.,OTHER / OPEN WORLD,UNKNOWN,219,3137227.945,51.621826484018264
Germany,Germany,Charité - Universitätsmedizin Berlin,OTHER / OPEN WORLD,OPEN_PUBLIC,219,0.01,51.02200913242009
Germany,Germany,Stadt Solingen,OTHER / OPEN WORLD,OPEN_PUBLIC,219,160000.0,48.94365296803653
Germany,Germany,"Deutsche Bundesbank, Zentralbereich Beschaffungen",OTHER / OPEN WORLD,OPEN_PUBLIC,219,0.01,45.616255707762555
Germany,Germany,Stadtwerke München GmbH,OTHER / OPEN WORLD,COMPETITIVE_OTHER,219,0.0,44.140913242009134
Belgium,BE,Leefmilieu Brussel,OTHER / OPEN WORLD,UNKNOWN,219,,41.24246575342466
TED,SWE,Jönköpings kommun,OTHER / OPEN WORLD,UNKNOWN,218,8000000.0,53.415045871559634
TED,SVN,"LUKA KOPER, pristaniški in logistični sistem, delniška družba",OTHER / OPEN WORLD,UNKNOWN,218,189912.39750000002,51.13981651376147
TED,LTU,"Akcinė bendrovė ""Via Lietuva""",OTHER / OPEN WORLD,UNKNOWN,218,23760.0,43.541009174311924
TED,EST,Tallinna Tehnikaülikool,OTHER / OPEN WORLD,UNKNOWN,217,120000.0,52.64820276497696
Germany,Germany,Stadt Gütersloh,OTHER / OPEN WORLD,OPEN_PUBLIC,217,97260.0275,52.25391705069124
United Kingdom,United Kingdom,City of Bradford Metropolitan District Council,OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,217,65506.0,50.74912442396313
TED,POL,1 REGIONALNA BAZA LOGISTYCZNA,OTHER / OPEN WORLD,UNKNOWN,217,1242640.0,50.07981566820276
TED,AUT,Magistrat der Stadt Wien - Magistratsabteilung 34,OTHER / OPEN WORLD,UNKNOWN,217,168590.0,49.092442396313366
TED,LVA,"AS ""Sadales tīkls""",OTHER / OPEN WORLD,UNKNOWN,217,174174.85,45.215760368663595
TED,ROU,Societatea Nationala de Gaze Naturale Romgaz S.A.,OTHER / OPEN WORLD,UNKNOWN,216,3492020.0,55.45583333333333
TED,CZE,"Povodí Moravy, s.p.",OTHER / OPEN WORLD,UNKNOWN,216,590000.0,54.387685185185184
TED,SVK,"Slovenské elektrárne, a.s.",OTHER / OPEN WORLD,UNKNOWN,216,1800000.0,54.19592592592593
TED,CZ,"Krajská zdravotní, a.s.",OTHER / OPEN WORLD,UNKNOWN,216,2948850.005,53.4612962962963
TED,ROU,SPITAL CLINIC JUDETEAN DE URGENTA BIHOR,OTHER / OPEN WORLD,UNKNOWN,216,308517.0,52.90157407407408
Germany,Germany,Hamburger Hochbahn AG,OTHER / OPEN WORLD,COMPETITIVE_OTHER,216,1500000.0,45.24509259259259
TenderNed,Netherlands,NS Groep N.V.,OTHER / OPEN WORLD,UNKNOWN,216,1737500.0,43.956944444444446
TenderNed,Netherlands,Gemeente Midden-Groningen,OTHER / OPEN WORLD,UNKNOWN,216,115.0,41.59
TED,CZE,Správa státních hmotných rezerv,OTHER / OPEN WORLD,UNKNOWN,215,16416000.0,54.662232558139536
Quebec,Canada - Quebec,Ville de Montréal - Arrondissement Rivière-des-Prairies- Pointe-aux-Trembles,OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,215,49473.74,54.493488372093026
TED,SWE,Region Örebro Län,OTHER / OPEN WORLD,UNKNOWN,215,7780000.0,53.00688372093023
TED,CHE,"Unité soumissions - Département de l'aménagement, des constructions et de la mobilité (DACM) de la Ville de Genève",OTHER / OPEN WORLD,UNKNOWN,215,554497.785,50.15972093023256
TED,POL,Narodowy Instytut Kardiologii Stefana Kardynała Wyszyńskiego - Państwowy Instytut Badawczy,OTHER / OPEN WORLD,UNKNOWN,215,387986.0,49.486232558139534
France,France,Métropole européenne de Lille,OTHER / OPEN WORLD,OPEN_PUBLIC,215,1000000.0,47.371720930232556
TED,LVA,Valsts sabiedrība ar ierobežotu atbildību “Traumatoloģijas un ortopēdijas slimnīca”,OTHER / OPEN WORLD,UNKNOWN,215,69077.725,45.212930232558136
Belgium,BE,Régie des Bâtiments - Wallonie Région Est,OTHER / OPEN WORLD,UNKNOWN,215,,41.1506976744186
United Kingdom,United Kingdom,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,214,74000.0,56.06485981308411
Quebec,Canada - Quebec,SQI-Direction immobilière Sud de Québec,OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,214,45860.7,54.30747663551402
TED,BGR,"УНИВЕРСИТЕТСКА МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ ""АЛЕКСАНДРОВСКА"" ЕАД",OTHER / OPEN WORLD,UNKNOWN,214,82509.875,51.15635514018692
TED,ESP,Agencia Digital de Andalucía,OTHER / OPEN WORLD,UNKNOWN,214,987398.245,50.8788785046729
TED,FIN,Pohjois-Karjalan hyvinvointialue,OTHER / OPEN WORLD,UNKNOWN,214,605900.0,49.015140186915886
France,France,Metropole Rouen Normandie,OTHER / OPEN WORLD,OPEN_PUBLIC,214,800000.0,48.130467289719626
United Kingdom,United Kingdom,London Borough of Lewisham,OTHER / OPEN WORLD,OPEN_PUBLIC,214,30750.0,46.32943925233645
Germany,Germany,Fraunhofer-Gesellschaft - Einkauf B12,OTHER / OPEN WORLD,COMPETITIVE_OTHER,214,0.01,45.48242990654206
TED,LTU,Valstybės įmonė Ignalinos atominė elektrinė,OTHER / OPEN WORLD,UNKNOWN,214,41210.42,44.04373831775701
Quebec,Canada - Quebec,Conseil Cri de la santé et des services sociaux de la Baie James,OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,213,131925.0,56.8569014084507
Germany,Germany,Deutsches Zentrum für Luft- und Raumfahrt e.V. (DLR),OTHER / OPEN WORLD,OPEN_PUBLIC,213,1001.0,48.989107981220656
France,France,Grand Besançon Métropole,OTHER / OPEN WORLD,OPEN_PUBLIC,213,528000.0,45.876901408450706
TenderNed,Netherlands,Waterschap Rivierenland,OTHER / OPEN WORLD,UNKNOWN,213,400000.0,45.510140845070424
Belgium,BE,Police Fédérale,OTHER / OPEN WORLD,UNKNOWN,213,,40.907042253521126
Quebec,Canada - Quebec,Santé Québec,OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,212,115885.0,58.202924528301885
TED,CZ,Fakultní nemocnice Olomouc,OTHER / OPEN WORLD,UNKNOWN,212,6138063.0,53.90103773584906
TED,EST,Politsei- ja Piirivalveamet,OTHER / OPEN WORLD,UNKNOWN,212,400000.0,53.24122641509434
TED,ES,"AENA, S.M.E., S.A.",OTHER / OPEN WORLD,UNKNOWN,212,1011530.0,52.270094339622645
TED,MLT,Central Procurement and Supplies Unit (MFH),OTHER / OPEN WORLD,UNKNOWN,212,367763.01,49.29622641509434
Germany,Germany,Stadt Ingolstadt,OTHER / OPEN WORLD,OPEN_PUBLIC,212,100629.08,48.853018867924526
TED,PRT,"Unidade Local de Saúde de São José, E. P. E.",OTHER / OPEN WORLD,UNKNOWN,212,477695.0,48.149811320754715
TED,NOR,Tromsø kommune,OTHER / OPEN WORLD,UNKNOWN,212,5000000.0,48.12641509433962
Germany,Germany,Die Autobahn GmbH des Bundes - NL West,OTHER / OPEN WORLD,OPEN_PUBLIC,212,403967.32999999996,47.80075471698113
TenderNed,Netherlands,N.V. Nederlandse Gasunie,OTHER / OPEN WORLD,UNKNOWN,212,4000000.0,43.811509433962264
Germany,Germany,Klinikum Nürnberg,OTHER / OPEN WORLD,OPEN_PUBLIC,212,1.0,42.68452830188679
Quebec,Canada - Quebec,Ville de Saint-Jean-sur-Richelieu.,OTHER / OPEN WORLD,OPEN_PUBLIC,211,291538.09,53.72018957345971
TED,CHE,Tiefbauamt Graubünden,OTHER / OPEN WORLD,UNKNOWN,211,1257686.025,44.36919431279621
TED,POL,Regionalny Szpital w Kołobrzegu,OTHER / OPEN WORLD,UNKNOWN,211,5650.56,41.98995260663507
Quebec,Canada - Quebec,Centre de services scolaire de Montréal,OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,210,44260.0,56.478857142857144
Quebec,Canada - Quebec,Ministère des Ressources naturelles et des Forêts,OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,210,94683.79000000001,56.154857142857146
TED,SWE,Region Gotland,OTHER / OPEN WORLD,UNKNOWN,210,7000000.0,54.70609523809524
TED,ESP,"ENDESA, S.A.",OTHER / OPEN WORLD,UNKNOWN,210,853475.49,54.53780952380952
TED,ESP,Agencia para la Modernización Tecnológica de Galicia,OTHER / OPEN WORLD,UNKNOWN,210,1000000.0,53.15133333333333
TED,NOR,Politiets fellestjenester,OTHER / OPEN WORLD,UNKNOWN,210,13500000.0,50.967333333333336
Germany,Germany,Stadt Koblenz,OTHER / OPEN WORLD,OPEN_PUBLIC,210,248735.0,45.88314285714286
TenderNed,Netherlands,TenneT TSO,OTHER / OPEN WORLD,UNKNOWN,210,8307927.0,43.71771428571429
Belgium,BE,Vivaqua,OTHER / OPEN WORLD,UNKNOWN,210,,41.18685714285714
TED,ESP,Junta de Gobierno del Ayuntamiento de Sevilla,OTHER / OPEN WORLD,UNKNOWN,209,705454.0,52.305645933014354
TED,PT,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E.",OTHER / OPEN WORLD,UNKNOWN,209,244900.0,50.72468899521531
France,France,Conseil départemental du Gard,OTHER / OPEN WORLD,OPEN_PUBLIC,209,300954.675,46.80909090909091
TenderNed,Netherlands,gemeente Nijmegen,OTHER / OPEN WORLD,UNKNOWN,209,1.0,40.92966507177034
United Kingdom,United Kingdom,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,208,65161.0,54.87048076923077
TED,POL,Wojskowy Instytut Medyczny - Państwowy Instytut Badawczy,OTHER / OPEN WORLD,UNKNOWN,208,1200000.0,54.62509615384615
Ireland,Ireland,Limerick City and County Council,OTHER / OPEN WORLD,OPEN_PUBLIC,208,300793.29500000004,52.41615384615385
TED,ESP,"Área de Gobierno de Políticas Sociales, Familia e Igualdad del Ayuntamiento de Madrid",OTHER / OPEN WORLD,UNKNOWN,208,2101234.45,51.71346153846154
TED,BGR,"УНИВЕРСИТЕТСКА МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ ""СВ. ИВАН РИЛСКИ"" ЕАД",OTHER / OPEN WORLD,UNKNOWN,208,87254.33499999999,49.86884615384616
TED,FIN,Istekki Oy,OTHER / OPEN WORLD,UNKNOWN,208,2500000.0,46.61471153846154
Belgium,BE,Natuurpunt Beheer vzw,OTHER / OPEN WORLD,UNKNOWN,208,,41.03894230769231
Belgium,BE,Koksijde,OTHER / OPEN WORLD,UNKNOWN,208,,41.03201923076923
TED,POL,Narodowy Fundusz Zdrowia,OTHER / OPEN WORLD,UNKNOWN,207,1296372.0,55.529082125603864
TED,SVK,"Národná diaľničná spoločnosť, a.s.",OTHER / OPEN WORLD,UNKNOWN,207,2766901.45,52.91400966183575
TED,NOR,NTNU,OTHER / OPEN WORLD,UNKNOWN,207,3549132.5,48.55381642512077
TED,POL,Polskie Sieci Elektroenergetyczne Spółka Akcyjna,OTHER / OPEN WORLD,UNKNOWN,207,10421452.5,48.237004830917876
TenderNed,Netherlands,Stichting Waternet,OTHER / OPEN WORLD,UNKNOWN,207,1350000.0,42.59101449275362
Belgium,BE,Wonen in Limburg,OTHER / OPEN WORLD,UNKNOWN,207,,41.071304347826086
Germany,Germany,Sprinkenhof GmbH,OTHER / OPEN WORLD,OPEN_PUBLIC,206,712960.0,54.03165048543689
TED,ROU,Universitatea Nationala de Stiinta si Tehnologie Politehnica Bucuresti,OTHER / OPEN WORLD,UNKNOWN,206,415111.0,52.08679611650486
Germany,Germany,Universitätsklinikum Münster,OTHER / OPEN WORLD,OPEN_PUBLIC,206,161378.1,51.165631067961165
TED,ESP,Dirección General de Tráfico,OTHER / OPEN WORLD,UNKNOWN,206,583306.1699999999,51.03883495145631
United Kingdom,United Kingdom,Nuclear Restoration Services Limited,OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,206,96375.42,50.72174757281553
United Kingdom,United Kingdom,University of the West of England,OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,206,36010.055,49.02592233009709
Germany,Germany,Landeshauptstadt Kiel - Der Oberbürgermeister,OTHER / OPEN WORLD,OPEN_PUBLIC,206,204839.45,48.52864077669903
TED,FIN,Pirkanmaan hyvinvointialue,OTHER / OPEN WORLD,UNKNOWN,206,607423.0,47.364854368932036
TED,LTU,Klaipėdos miesto savivaldybės administracija,OTHER / OPEN WORLD,UNKNOWN,206,95183.88500000001,45.59640776699029
Quebec,Canada - Quebec,Ministère de la Justice,Transcription / captioning,DIRECT_NONCOMPETITIVE,205,65000.0,86.07268292682927
Germany,Germany,"Vermögen und Bau Baden-Württemberg, Amt Tübingen",OTHER / OPEN WORLD,OPEN_PUBLIC,205,455542.96,56.06819512195122
Quebec,Canada - Quebec,Ville de Brossard,OTHER / OPEN WORLD,OPEN_PUBLIC,205,415941.03,53.79375609756097
Quebec,Canada - Quebec,CHU de Québec-Université Laval,OTHER / OPEN WORLD,OPEN_PUBLIC,205,210771.59750000003,53.24946341463415
TED,SWE,Umeå kommun,OTHER / OPEN WORLD,UNKNOWN,205,10000000.0,52.720975609756096
TED,ESP,Jefatura de Asuntos Económicos de la Guardia Civil,OTHER / OPEN WORLD,UNKNOWN,205,439753.7,52.53404878048781
France,France,Conseil Départemental des Vosges,OTHER / OPEN WORLD,OPEN_PUBLIC,205,314477.0,48.04253658536585
TED,POL,AMW SINEVIA Sp. z o.o.,OTHER / OPEN WORLD,UNKNOWN,205,619963.2,46.202536585365856
TenderNed,Netherlands,Gemeente Groningen,OTHER / OPEN WORLD,UNKNOWN,205,1296201.0,45.84829268292683
TED,CZE,Univerzita Karlova,OTHER / OPEN WORLD,UNKNOWN,204,4860990.0,54.63460784313725
TED,ESP,Euskal Trenbide Sarea - ETS - Euskal Trenbide Sarea,OTHER / OPEN WORLD,UNKNOWN,204,490475.0,52.310196078431375
TED,ESP,Ayuntamiento de Donostia/San Sebastián - Ayuntamiento de Donostia/San Sebastián,OTHER / OPEN WORLD,UNKNOWN,204,750463.0549999999,51.74009803921569
TED,POL,Wojskowy Instytut Medyczny – Państwowy Instytut Badawczy,OTHER / OPEN WORLD,UNKNOWN,204,701976.015,49.37362745098039
Germany,Germany,Die Autobahn GmbH des Bundes - NL Nordost,OTHER / OPEN WORLD,OPEN_PUBLIC,204,121128.04,47.51078431372549
France,France,Communauté d'Agglomération de La Rochelle,OTHER / OPEN WORLD,OPEN_PUBLIC,204,445000.0,46.996764705882356
TED,POL,Komenda Stołeczna Policji,OTHER / OPEN WORLD,UNKNOWN,203,1002142.5,53.53487684729064
TED,SWE,Akademiska Hus Aktiebolag,OTHER / OPEN WORLD,UNKNOWN,203,30000000.0,52.66886699507389
Germany,Germany,"Bundesrepublik Deutschland, vertreten durch das Bundesministerium des Innern, vertreten durch das Beschaffungsamt des BMI",OTHER / OPEN WORLD,OPEN_PUBLIC,203,971942.8,50.92068965517242
United Kingdom,United Kingdom,City & County of Swansea,OTHER / OPEN WORLD,OPEN_PUBLIC,203,119548.75,50.316847290640396
France,France,Communauté d'agglomération du Cotentin,OTHER / OPEN WORLD,OPEN_PUBLIC,203,455420.0,46.06039408866995
Quebec,Canada - Quebec,Université du Québec à Rimouski.,OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,202,45000.0,55.29732673267327
Quebec,Canada - Quebec,Centre de services scolaire des Premières Seigneuries,OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,202,41588.0,54.802772277227724
Quebec,Canada - Quebec,Santé Québec Nord-de-l'Île-de-Montréal-Universitaire,OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,202,46745.0,54.349801980198016
Germany,Germany,Die Autobahn GmbH des Bundes - NL Westfalen,OTHER / OPEN WORLD,OPEN_PUBLIC,202,465780.75,47.957524752475244
France,France,Département de la Seine-Maritime,OTHER / OPEN WORLD,OPEN_PUBLIC,202,165725.0,46.42613861386138
TED,LTU,Valstybės įmonė Turto bankas,OTHER / OPEN WORLD,UNKNOWN,202,28820.0,45.83792079207921
TED,LVA,Latvijas Universitāte,OTHER / OPEN WORLD,UNKNOWN,202,160525.0,45.23514851485149
TED,SWE,Örebro kommun,OTHER / OPEN WORLD,UNKNOWN,201,10000000.0,53.92766169154229
France,France,ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,OTHER / OPEN WORLD,OPEN_PUBLIC,201,777740.0,44.8355223880597
Belgium,BE,INASEP,OTHER / OPEN WORLD,UNKNOWN,201,,40.570149253731344
TenderNed,Netherlands,Gemeente Den Helder,OTHER / OPEN WORLD,UNKNOWN,201,97.0,38.60776119402985
TED,SWE,Sjöfartsverket,OTHER / OPEN WORLD,UNKNOWN,200,3523632.0,54.2942
TED,POL,PGE Górnictwo i Energetyka Konwencjonalna S.A.,OTHER / OPEN WORLD,UNKNOWN,200,5039986.8,50.3609
TED,LVA,Rīgas Tehniskā universitāte,OTHER / OPEN WORLD,UNKNOWN,200,74800.0,45.4686
TenderNed,Netherlands,Enexis Netbeheer BV/Enexis Personeel BV,OTHER / OPEN WORLD,UNKNOWN,200,8300000.0,43.2005
Quebec,Canada - Quebec,Centre d'acquisitions gouvernementales,OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,199,974438.89,57.96482412060301
TED,ITA,CONSIP S.p.A.,OTHER / OPEN WORLD,UNKNOWN,199,12000000.0,54.330854271356785
TED,BGR,ОБЩИНА ХАСКОВО,OTHER / OPEN WORLD,UNKNOWN,199,54000.0,49.310150753768845
France,France,Département du Var,OTHER / OPEN WORLD,OPEN_PUBLIC,199,290396.52,47.15165829145729
Germany,Germany,Universitätsklinikum Bonn AöR,OTHER / OPEN WORLD,OPEN_PUBLIC,199,1.0,46.916984924623115
Belgium,BE,Aankopen en overheidsopdrachten,OTHER / OPEN WORLD,UNKNOWN,199,,41.979597989949745
Belgium,BE,Anderlecht,OTHER / OPEN WORLD,UNKNOWN,199,,40.492562814070354
Belgium,BE,Intercommunale de Soins Spécialisés de Liège,OTHER / OPEN WORLD,UNKNOWN,199,,39.36643216080402
TED,ROU,"SPITALUL CLINIC JUDETEAN DE URGENTA""SFANTUL IOAN CEL NOU""SUCEAVA",OTHER / OPEN WORLD,UNKNOWN,198,1123000.0,51.54070707070707
Quebec,Canada - Quebec,Sûreté du Québec,OTHER / OPEN WORLD,OPEN_PUBLIC,198,118890.78,50.45090909090909
TED,ESP,Gerencia de MAZ Mútua de Accidentes de Trabajo y Enfermedades Profesionales de la Seguridad Social nº 11,OTHER / OPEN WORLD,UNKNOWN,198,204661.99,49.3350505050505
France,France,Département de la Loire,OTHER / OPEN WORLD,OPEN_PUBLIC,198,227669.6,46.68848484848485
France,France,Angers Loire Metropole (49),OTHER / OPEN WORLD,OPEN_PUBLIC,198,415000.0,45.53151515151515
TenderNed,Netherlands,Gemeente Meierijstad,OTHER / OPEN WORLD,UNKNOWN,198,130.0,42.089393939393936
TED,DNK,Aarhus Kommune,OTHER / OPEN WORLD,UNKNOWN,197,8590000.0,53.78670050761421
Germany,Germany,Stadt Münster,OTHER / OPEN WORLD,OPEN_PUBLIC,197,223798.03,52.07472081218274
United Kingdom,United Kingdom,Transport for London,OTHER / OPEN WORLD,COMPETITIVE_OTHER,197,4620437.34,52.04751269035533
TED,ITA,ESTAR - Ente di Supporto Tecnico Amministrativo Regionale,OTHER / OPEN WORLD,UNKNOWN,197,2249995.0,51.544060913705586
Belgium,BE,Stad Hasselt,OTHER / OPEN WORLD,UNKNOWN,197,,41.20010152284264
TED,SWE,Region Värmland,OTHER / OPEN WORLD,UNKNOWN,196,9000000.0,54.763775510204084
Quebec,Canada - Quebec,Ville de Salaberry-de-Valleyfield,OTHER / OPEN WORLD,OPEN_PUBLIC,196,446608.89,54.00938775510204
Quebec,Canada - Quebec,Centre de services scolaire de la Vallée-des-Tisserands,OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,196,40586.0,53.12897959183673
France,France,Ville de Mamoudzou (976),OTHER / OPEN WORLD,OPEN_PUBLIC,196,559940.0,43.786632653061226
TenderNed,Netherlands,Alliander N.V.,OTHER / OPEN WORLD,UNKNOWN,196,11000000.0,43.54969387755102
TenderNed,Netherlands,Gemeente Waalwijk,OTHER / OPEN WORLD,UNKNOWN,196,100.0,39.98887755102041
TED,CZ,"Správa železnic, státní organizace",OTHER / OPEN WORLD,UNKNOWN,195,33991184.7,53.85948717948718
TED,ITA,Azienda Trasporti Milanesi,OTHER / OPEN WORLD,UNKNOWN,195,2400000.0,53.694153846153846
TED,ESP,ADIF-AltaVelocidad,OTHER / OPEN WORLD,UNKNOWN,195,1879509.51,52.75866666666667
TED,ESP,ADMINISTRADOR DE INFRAESTRUCTURAS FERROVIARIAS,OTHER / OPEN WORLD,UNKNOWN,195,2943102.74,52.024307692307694
TED,POL,Wojewódzki Szpital Specjalistyczny we Wrocławiu,OTHER / OPEN WORLD,UNKNOWN,195,336302.45,48.84102564102564
TED,NOR,Bane NOR SF,OTHER / OPEN WORLD,UNKNOWN,195,60000000.0,48.22553846153846
