micro_niche,warehouse_source,country,route,currency,records,buyers,repeat_buyers,repeat_buyer_rate,median_estimated_value,compatible_award_rows,p25_award_value,median_award_value,p75_award_value,bidder_rows,median_bidders,single_bid_pct,supplier_count,top_supplier_share_pct,hhi,historical_spm_score
Annual report / publication layout-production,France,FRANCE,OPEN_PUBLIC,EUR,24,24,0,0.0,,172500.0,195000.0,217500.0,0,,,2,50.0,5000.0,69.33
Media / press monitoring,Canada federal,CANADA,COMPETITIVE_OTHER,CAD,18,2,2,100.0,,65822.5,73594.54000000001,94958.1375,0,,,6,37.5,2187.5,69.33
Transcription / speech-to-text,United Kingdom,UNITED KINGDOM,OPEN_PUBLIC,GBP,30,25,4,16.0,1105000.0,675000.0,4000000.0,4000000.0,175,13.0,0.57,74,5.71,364.3,69.29
Graphic design / DTP / visual identity,Canada federal,CANADA,OPEN_PUBLIC,CAD,12,11,1,9.09,,525425.0,1016950.0,1508475.0,0,,,23,4.35,434.78,69.23
Web accessibility / WCAG audit-remediation,Canada federal,CANADA,OPEN_PUBLIC,CAD,12,10,2,20.0,,596287.04,735456.675,939077.1375,0,,,4,25.0,2500.0,69.14
Media / press monitoring,Canada federal,CANADA,OPEN_PUBLIC,CAD,8,5,3,60.0,,45200.0,45200.0,45200.0,0,,,1,100.0,10000.0,68.82
Mailing / fulfilment / routing,United Kingdom,UNITED KINGDOM,OPEN_PUBLIC,GBP,26,24,2,8.33,500000.0,155667.6675,270000.0,1651909.7825,17,6.0,5.88,20,11.11,594.14,68.76
Website design / redesign / development,United Kingdom,UNITED KINGDOM,COMPETITIVE_OTHER,GBP,16,15,1,6.67,4250000.0,30847.5,46265.0,247009.0,6,3.0,0.0,13,7.69,769.23,68.75
Website design / redesign / development,Germany,GERMANY,COMPETITIVE_OTHER,EUR,21,12,1,8.33,395000.0,66670.5,133340.0,206670.0,4,5.0,0.0,6,28.57,1836.73,68.7
Transcription / speech-to-text,France,FRANCE,COMPETITIVE_OTHER,EUR,19,18,1,5.56,,26929.0,50000.0,67500.0,0,,,4,40.0,2800.0,68.42
Translation services,France,FRANCE,COMPETITIVE_OTHER,EUR,24,23,1,4.35,,15000.0,20000.0,27834.2,0,,,4,25.0,2500.0,67.93
