family,country,currency,tender_id,buyer,title,value,bidders,procedure,rn
STAFFING_INTERMEDIARY_EXPLICIT,Canada - Quebec,CAD,ten_e17b86759cb17293a8a2,Société de transport de Montréal,Services professionnels de soutien d'arbitrage intérimaire CI12,,1.0,Contrat de gré à gré,10
STAFFING_INTERMEDIARY_EXPLICIT,Canada - Quebec,CAD,ten_ddeb5d5bd880b0de2c81,Société de transport de Montréal,Services professionnels de soutien d'arbitrage intérimaire IS70,,1.0,Contrat de gré à gré,11
STAFFING_INTERMEDIARY_EXPLICIT,Canada - Quebec,CAD,ten_53f5750e0bfa9015df17,Centre de services scolaire des Patriotes,MAIN D’ŒUVRE SPÉCIALISÉE EN ENTRETIEN MÉNAGER (Entretien ménager à exécution sur demande – travaux d’été et intérimaires),,6.0,Avis d’appel d’offres,12
STAFFING_INTERMEDIARY_EXPLICIT,France,EUR,ten_e1b6085fdab222027a3b,Conseil départemental Loire Atlantique,Prestations de mise à disposition de personnel intérimaire pour le compte du Centre Départemental Enfance Familles (CDEF),,,OUVERT/,1
STAFFING_INTERMEDIARY_EXPLICIT,France,EUR,ten_03194e8d3818017f185a,Chambre de Métiers et de l’Artisanat de Région Bretagne,Prestation de mise à disposition de personnels intérimaires pour les besoins de la CMA Bretagne,,,OUVERT/,2
STAFFING_INTERMEDIARY_EXPLICIT,France,EUR,ten_879bb26abbf024793940,Comité de concertation et de coordination de l'apprentissage du Btp,Services de mise à disposition de personnels temporaires pour le Ccca-Btp,,,OUVERT/,3
STAFFING_INTERMEDIARY_EXPLICIT,France,EUR,ten_950038f382aa983fd0f1,VICHY DESTINATIONS,Marché de mise à disposition du personnel intérimaire,,,PROCEDURE_ADAPTE/,4
STAFFING_INTERMEDIARY_EXPLICIT,France,EUR,ten_3303d1cfcdb01d981f19,Centre Hospitalier Louis Constant Fleming (978),Prestation d'intérim et de mise en relation de personnel médical et non médical pour le GHT des Iles du Nord,,,OUVERT/,5
STAFFING_INTERMEDIARY_EXPLICIT,France,EUR,ten_496148b21191bbd0373d,SPL Energies Reunion,MISE À DISPOSITION DE PERSONNELS INTÉRIMAIRES,,,OUVERT/,6
STAFFING_INTERMEDIARY_EXPLICIT,France,EUR,ten_18b4eca37033925303a4,Conseil départemental d'Indre et Loire,Mise à disposition de personnels intérimaires pour les besoins de l'Institut départemental de l'enfance et de la famille (Idef) 37,,,OUVERT/,7
STAFFING_INTERMEDIARY_EXPLICIT,France,EUR,ten_b85b48bf34b5d96577f9,ROANNAIS AGGLOMERATION,Prestation de mise à disposition de personnel intérimaire pour les services de Roannais Agglomération - Marché réservé SIAE,,,OUVERT/,8
STAFFING_INTERMEDIARY_EXPLICIT,France,EUR,ten_e773aebcef69612171ab,Chaillot - Théâtre National de la Danse,Mise à disposition ponctuelle de personnels temporaires (intérimaires),,,OUVERT/,9
STAFFING_INTERMEDIARY_EXPLICIT,France,EUR,ten_f69e3772e7734f9547b1,Conseil départemental du Loiret,Accord-cadre - Mise à disposition de personnels intérimaires à la Maison départementale de l'Enfance -Conseil départemental du Loiret,,,OUVERT/,10
STAFFING_INTERMEDIARY_EXPLICIT,France,EUR,ten_f176fb82a783ce85cda3,SPL TRI-O (32),Mise à disposition et gestion de personnel intérimaire pour les besoins de la SPL TRI-O,,,OUVERT/,11
STAFFING_INTERMEDIARY_EXPLICIT,France,EUR,ten_af0ad97a804d21257956,Département des Hauts-de-Seine,Prestations de mise à disposition de personnels intérimaires pour les cuisines des établissements de l'Aide Sociale à l'Enfance,,,OUVERT/,12
STAFFING_INTERMEDIARY_EXPLICIT,Germany,EUR,ten_ddab802bcc8aca123d2a,Rhein-Kreis Neuss - Die Landrätin - Amt ZS 5.1 - Wirtschaftsförderung,"ST 26017 Wettbewerblicher Dialog Planung, Bau und Betrieb der Medical Science City im Rhein-Kreis Neuss",155000000.0,,comp-dial,1
STAFFING_INTERMEDIARY_EXPLICIT,Germany,EUR,ten_69dae6dc4a0517b80a2e,"Land Rheinland Pfalz, vertreten durch den Landesbetrieb Daten und Information Rheinland-Pfalz (LDI)",IT-Personaldienstleistungen Rahmenvereinbarung 2026,77391468.69,,open,2
STAFFING_INTERMEDIARY_EXPLICIT,Germany,EUR,ten_fdb7ec3bd92ddb228030,Landesbetrieb Daten und Information Rheinland-Pfalz (LDI),IT-PDL 2025 - Neuausschreibung Los 2 - Wiederveröffentlichung,64018906.0,,open,3
STAFFING_INTERMEDIARY_EXPLICIT,Germany,EUR,ten_d87fbcbdd14675701d36,Landesbetrieb Daten und Information Rheinland-Pfalz (LDI),IT-PDL 2025 - Neuausschreibung Los 2,64018906.0,,open,4
STAFFING_INTERMEDIARY_EXPLICIT,Germany,EUR,ten_ddd2cd2b54847c95488b,Landesbetrieb Daten und Information Rheinland-Pfalz (LDI),E-Akte RLP und digitale Personalakte 2025,24970000.0,,open,5
STAFFING_INTERMEDIARY_EXPLICIT,Germany,EUR,ten_4ce7cb48e4a8dd3677ba,Landesbetrieb Daten und Information Rheinland-Pfalz (LDI),Ausschreibung PDL POL 2024,24970000.0,,open,6
STAFFING_INTERMEDIARY_EXPLICIT,Germany,EUR,ten_88c1d31a053adc142d2b,DB Zeitarbeit GmbH (Bukr 83),Personalüberlassung von Busfahrern (bundesweit) für DB Regio AG (Bus) HF3/23/001,23855104.0,,neg-w-call,7
STAFFING_INTERMEDIARY_EXPLICIT,Germany,EUR,ten_fd17baae9f77aa37e7bf,"Land Hessen, vertreten durch die Hessische Zentrale für Datenverarbeitung",Elektronische Aufenthaltsüberwachung in zwei Losen,14463600.0,,open,8
STAFFING_INTERMEDIARY_EXPLICIT,Germany,EUR,ten_6aa50bbe6c2f8f4234f0,"Land Rheinland Pfalz, vertreten durch den Landesbetrieb Daten und Information Rheinland-Pfalz (LDI)",SAP-Personaldienstleistungen Rahmenvereinbarung 2026,12625371.84,,open,9
STAFFING_INTERMEDIARY_EXPLICIT,Germany,EUR,ten_a9e4e2c58a22fa95606c,"Senatsverwaltung für Bildung, Jugend und Familie",Rahmenvertrag Personaldienstleistungen,11000000.0,,neg-w-call,10
STAFFING_INTERMEDIARY_EXPLICIT,Germany,EUR,ten_508bbcabdd2a7c3d5868,Betriebssitz Gelsenkirchen,Arbeitnehmerüberlassung im Straßenunterhaltungsdienst-Winterdienst,7880000.0,,open,11
STAFFING_INTERMEDIARY_EXPLICIT,Germany,EUR,ten_5d71f9ec4ca722c11104,UNIVERSITÄTSMEDIZIN der Johannes Gutenberg-Universität Mainz,Arbeitnehmerüberlassung Pflege,3000000.0,,open,12
STAFFING_INTERMEDIARY_EXPLICIT,LUX,EUR,ted_bea0d618cc77d8b6c460,Ecole Européenne Luxembourg 2,Service d'intérim,160000.0,,,1
STAFFING_INTERMEDIARY_EXPLICIT,LUX,EUR,ted_c27ed5f2b55b096e2d0d,Ecole Européenne Luxembourg 2,Services d'intérim,160000.0,,,2
STAFFING_INTERMEDIARY_EXPLICIT,LUX,,ted_7d5ecf9697863a9b94cc,"Commission européenne, DG HR - Human Resources and Security","Prestation de services de travailleurs intérimaires auprès des institutions, organes et agences de l’Union européenne établis au Grand-Duché de Luxembourg",,,,1
STAFFING_INTERMEDIARY_EXPLICIT,LUX,,ted_5532bbd377b42492c0e9,Luxembourg Institute of Health,Accord cadre multi-attributaire en vue de prestations de services de Travail Intérimaire pour les besoins du LIH,,,,2
STAFFING_INTERMEDIARY_EXPLICIT,LUX,,ted_8ea24f153d4d45fd0fd4,Caisse nationale de santé Luxembourg,Recours aux services de travail intérimaire,,,,3
STAFFING_INTERMEDIARY_EXPLICIT,MK,,ted_0f97ade2f369c1299492,FOD DOOEL Novaci AD ESM Skopje,Labour hire,,,,1
STAFFING_INTERMEDIARY_EXPLICIT,NOR,NOK,ted_5a0ac7ac34a960bd3caf,Trondheim kommune,Staffing services - health,900000000.0,,,1
STAFFING_INTERMEDIARY_EXPLICIT,NOR,NOK,ted_2fb2a61721b4f64850be,Trondheim kommune,"Staffing services - education, cleaning, mercantile etc.",320000000.0,,,2
STAFFING_INTERMEDIARY_EXPLICIT,NOR,NOK,ted_60c121fa1fbcd4bc41a4,The Research Council of Norway,Staffing services for the Research Council of Norway,50000000.0,,,3
STAFFING_INTERMEDIARY_EXPLICIT,NOR,NOK,ted_03b76af0286a4106876b,Norges forskningsråd,Framework agreement for staffing services for the Research Council of Norway,45000000.0,,,4
STAFFING_INTERMEDIARY_EXPLICIT,NOR,NOK,ted_e0dbd7988867f7993fb7,Malvik kommune,Contract award notice: Staffing services health (NY),44000000.0,,,5
STAFFING_INTERMEDIARY_EXPLICIT,NOR,NOK,ted_0d69cc1a37460618e776,Malvik kommune,Contract award notice: Staffing services for health.,44000000.0,,,6
STAFFING_INTERMEDIARY_EXPLICIT,NOR,NOK,ted_338e59e38e5591f84812,NORGES BANK,Temporary staffing - parallel framework agreements,30000000.0,,,7
STAFFING_INTERMEDIARY_EXPLICIT,NOR,NOK,ted_34fd4adf001a05ee549a,Malvik kommune,"Framework agreement for staffing services for education, cleaning and commercial",16000000.0,,,8
STAFFING_INTERMEDIARY_EXPLICIT,NOR,NOK,ted_c389a36160b82afa1271,OFA IKS,Framework agreement - Temporary staffing services.,10000000.0,,,9
STAFFING_INTERMEDIARY_EXPLICIT,NOR,NOK,ted_4ed7d9abf59ce669e8f5,Norges Handelshøyskole,Framework agreement for staffing services,9000000.0,,,10
STAFFING_INTERMEDIARY_EXPLICIT,NOR,NOK,ted_43ff680432d68d326925,Vestfold fylkeskommune,Framework agreement for staffing services for the privatist exam.,6000000.0,,,11
STAFFING_INTERMEDIARY_EXPLICIT,NOR,,ted_5c079a3d16d95315da2f,UNIVERSITETET I BERGEN,ANSK-25-0565 Framework agreement Staffing services,,,,1
STAFFING_INTERMEDIARY_EXPLICIT,NOR,,ted_d11c2a9b937487482dfc,Tromsø kommune,Staffing services within cleaning.,,,,2
STAFFING_INTERMEDIARY_EXPLICIT,NOR,,ted_325ebd88c60ae20387dc,Tromsø kommune,RFI - Staffing services within cleaning.,,,,3
STAFFING_INTERMEDIARY_EXPLICIT,NOR,,ted_0beebddd25b77b951711,Trondheim kommune,"Staffing services - education, cleaning, mercantile etc.",,,,4
STAFFING_INTERMEDIARY_EXPLICIT,NOR,,ted_34016dcc7e8fde218535,Flatanger Kommune,"Health staffing services, framework agreement.",,,,5
STAFFING_INTERMEDIARY_EXPLICIT,NOR,,ted_952ef7e578732d21fd62,Trondheim kommune,"MARKET DIALOGUE - Staffing services - education, cleaning, mercantile etc.",,,,6
STAFFING_INTERMEDIARY_EXPLICIT,NOR,,ted_0b2a943fa415a4b2b096,Trondheim kommune,Staffing services - health - market dialogue,,,,7
STAFFING_INTERMEDIARY_EXPLICIT,NOR,,ted_ef1e9ef901edfb34e659,Halden Kommune,Framework agreements for the procurement of staffing services for the welfare sector - a new competition,,,,8
STAFFING_INTERMEDIARY_EXPLICIT,NOR,,ted_f3557d6e224ec3dd5fed,Halden Kommune,Framework agreements for the procurement of staffing services for the welfare sector.,,,,9
STAFFING_INTERMEDIARY_EXPLICIT,NOR,,ted_93a502c6594abdf7b8c1,NORDRE FOLLO KOMMUNE,Temporary staffing and staffing services.,,,,10
STAFFING_INTERMEDIARY_EXPLICIT,Netherlands,EUR,tn_4827cb9d5512fd2a3d89,Gemeente Den Haag,Raamovereenkomst Uitzendkrachten 2024,150000000.0,,,1
STAFFING_INTERMEDIARY_EXPLICIT,Netherlands,EUR,tn_d6947409882ad8bd766d,Politie,Inhuur Uitzendkrachten,84000000.0,,,2
STAFFING_INTERMEDIARY_EXPLICIT,Netherlands,EUR,tn_41679b3657167b7bd187,Inkoop Uitvoeringscentrum Dienst Justitiële Inrichtingen (IUC DJI),Inhuur van Flexibele Arbeidskrachten op basis van een Uitzendovereenkomst ten behoeve van Defensie (IFA Defensie 2023),81000000.0,,,3
STAFFING_INTERMEDIARY_EXPLICIT,Netherlands,EUR,tn_cfa4126e7efd73f990c4,Gemeente Groningen,Ter beschikking stellen van Inleenkrachten op basis van de CAO voor Uitzendkrachten,55000000.0,,,4
STAFFING_INTERMEDIARY_EXPLICIT,Netherlands,EUR,tn_e744ebf844360345e842,Stichting Regionaal Inkoopbureau IJmond & Kennemerland,Uitzenden & Payrolling voor bij Stichting RIJK aangesloten gemeenten,45000000.0,,,5
STAFFING_INTERMEDIARY_EXPLICIT,Netherlands,EUR,tn_1dc016670244f171f0a8,NS Groep N.V.,BOA uitzendkrachten,42500000.0,,,6
STAFFING_INTERMEDIARY_EXPLICIT,Netherlands,EUR,tn_3e78fc46b46022dc168c,Technische Universiteit Delft,Europese Aanbesteding Uitzendkrachten,35000000.0,,,7
STAFFING_INTERMEDIARY_EXPLICIT,Netherlands,EUR,tn_6b69044ebff7b30db211,Waterschap Vechtstromen,Europese openbare aanbesteding 'Uitzenddienstverlening ten behoeve van Waterkracht',25252500.0,,,8
STAFFING_INTERMEDIARY_EXPLICIT,Netherlands,EUR,tn_ddefaa446d6845fe2a86,SED Organisatie,Inhuur uitzendkrachten en payrollmedewerkers,14050827.0,,,9
STAFFING_INTERMEDIARY_EXPLICIT,Netherlands,EUR,tn_a2e4524bc1d3199065ea,CAK,Inhuur Uitzendkrachten & Specialistisch personeel,14000000.0,,,10
STAFFING_INTERMEDIARY_EXPLICIT,Netherlands,EUR,tn_84b966358cd14f4a2d20,Gemeente Haarlem,Inhuur flexibele arbeid t/m schaal 9 (uitzendbureaus),13000000.0,,,11
STAFFING_INTERMEDIARY_EXPLICIT,Netherlands,EUR,tn_061129cdbf02498d09a3,Gemeente Lelystad,inhuur van Internationale Uitzendkrachten voor de Opvang Vluchtelingen Lelystad,12000000.0,,,12
STAFFING_INTERMEDIARY_EXPLICIT,Netherlands,UNKNOWN,tn_2f4a8697c85883400c32,Gemeente Tytsjerksteradiel,Inhuur Uitzendkrachten Buitendienst,,,,1
STAFFING_INTERMEDIARY_EXPLICIT,Netherlands,UNKNOWN,tn_886f1bbdf2bee3298967,Erasmus Universiteit Rotterdam,Inhuur Uitzendkrachten,,,,2
STAFFING_INTERMEDIARY_EXPLICIT,Netherlands,UNKNOWN,tn_fc903ad483fef2f06757,Gemeente Leiden,A04.103.2025 Marktconsultatie Raamovereenkomst Uitzendkrachten,,,,3
STAFFING_INTERMEDIARY_EXPLICIT,Netherlands,UNKNOWN,tn_878db19a1db233bc2624,Tweede Kamer der Staten-Generaal,Europese openbare aanbesteding Inhuur van Horecapersoneel (uitzendkrachten),,,,4
STAFFING_INTERMEDIARY_EXPLICIT,Netherlands,UNKNOWN,tn_35a6fce200354a7f5494,Sportbedrijf Rotterdam B.V.,EA Inhuur uitzendkrachten,,,,5
STAFFING_INTERMEDIARY_EXPLICIT,Netherlands,UNKNOWN,tn_1b902b72626cadf0b502,N.V. HVC,HVC - Flexibele inhuur van uitzendkrachten,,,,6
STAFFING_INTERMEDIARY_EXPLICIT,Netherlands,UNKNOWN,tn_a201862e7425032e0dd0,Rijnvicus B.V.,Aanbesteding uitzendkrachten,,,,7
STAFFING_INTERMEDIARY_EXPLICIT,Netherlands,UNKNOWN,tn_5fbc51091d6c488db50d,Stedin Groep Services B.V.,Inhuur van uitzendkrachten,,,,8
STAFFING_INTERMEDIARY_EXPLICIT,Netherlands,UNKNOWN,tn_9da1f84bea44b8e8943d,Stichting Hogeschool van Arnhem en Nijmegen,Marktconsultatie Uitzendkrachten en Werving & Selectie,,,,9
STAFFING_INTERMEDIARY_EXPLICIT,Netherlands,UNKNOWN,tn_ff4d905e8a1f1f565170,Veiligheidsregio Haaglanden,Uitzendkrachten en Payroll,,,,10
STAFFING_INTERMEDIARY_EXPLICIT,Netherlands,UNKNOWN,tn_ba69ad1f6687cf37fe97,Stichting Yuverta,"Inhuur personeel (uitzenden, detacheren en payroll)",,,,11
STAFFING_INTERMEDIARY_EXPLICIT,Netherlands,UNKNOWN,tn_e25d588c18973c356dd0,Scholengroep LingeRijn,Inhuur personeel (uitzenden en detacheren),,,,12
STAFFING_INTERMEDIARY_EXPLICIT,SWE,EUR,ted_117d7dfd1713befb839f,Lantmäteriet,"Staffing Services, Bosnia and Herzegovina",250000.0,,,1
STAFFING_INTERMEDIARY_EXPLICIT,United Kingdom,GBP,ten_e8c0d16e7f7a29903060,The Minister for the Cabinet Office acting through Crown Commercial Service (CCS),Supply Teachers and Temporary Staff 2 (STaTS 2),650000000.0,,,1
STAFFING_INTERMEDIARY_EXPLICIT,United Kingdom,GBP,ten_29cc135f449c23472f4e,"Connect2Framework for the supply of Specialist Social Care, Education & Community Interim and temporary staffing Services to the Public Sector","Connect2Framework for the supply of Specialist Social Care, Education & Community Interim and temporary staffing Services to the Public Sector",110000000.0,,Open procedure,2
STAFFING_INTERMEDIARY_EXPLICIT,United Kingdom,GBP,ten_47cc3dec2856b34997f9,Connect2Framework for The Supply of Legal Services to the Public Sector,Connect2Framework for The Supply of Specialist Legal Services & Support interim and Temporary staffing services to the Public Sector,110000000.0,,Open procedure,3
STAFFING_INTERMEDIARY_EXPLICIT,United Kingdom,GBP,ten_ad774b495435064839db,Connect2Framework for The Supply of Professional & Operational Support Interim & Temporary agency Staff to the Public Sector,Connect2Framework for The Supply of Specialist Legal Services & Support interim and Temporary staffing services to the Public Sector,110000000.0,,Open procedure,4
STAFFING_INTERMEDIARY_EXPLICIT,United Kingdom,GBP,ten_6d991943d3eee5a0e504,Buckinghamshire Council,Temporary Agency Staffing Contract Including Interpreters and Translators,64000000.0,,,5
STAFFING_INTERMEDIARY_EXPLICIT,United Kingdom,GBP,ten_408d4922abe4d9d47f11,The Royal Wolverhampton NHS Trust,RWT/CON/1573,12930000.0,,,6
STAFFING_INTERMEDIARY_EXPLICIT,United Kingdom,GBP,ten_355cb0f163a197dc7294,Oxford City Council,Recruitment Services,10000000.0,,,7
STAFFING_INTERMEDIARY_EXPLICIT,United Kingdom,GBP,ten_fe782729cda82a9c8a94,Metropolitan borough of Bury,Temporary Staffing Supply,9835129.0,,Award under framework,8
STAFFING_INTERMEDIARY_EXPLICIT,United Kingdom,GBP,ten_d75d3041f76cbeaee029,East Surrey College,Agency Staffing Framework 2026/27,2500000.0,,Open procedure,9
STAFFING_INTERMEDIARY_EXPLICIT,United Kingdom,GBP,ten_fb39b98f56c7ae81e192,East Surrey College,Agency Staffing Framework 2026/27,2500000.0,,Open procedure,10
STAFFING_INTERMEDIARY_EXPLICIT,United Kingdom,GBP,ten_76650705614307257d04,South London and Maudsley,Staff Bank and Agency Staffing,1500000.0,,,11
STAFFING_INTERMEDIARY_EXPLICIT,United Kingdom,GBP,ten_bdb0ef4002b7a882f35b,South London and Maudsley,Staff Bank and Agency Staffing,1500000.0,,,12
